"OrganizationIdentifier","ActivityStartDate","ActivityStartTime/Time","ActivityEndDate","ActivityEndTime/Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","2/4/80",12:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"5","Final","Actual"
"21NC01WQ","4/7/75",16:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"320","Final","Actual"
"21NC01WQ","7/15/81",09:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"3","Final","Actual"
"21NC01WQ","7/15/81",09:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Total volatile solids","Non-filterable","6","Final","Actual"
"21NC01WQ","7/15/81",09:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","33","Final","Actual"
"21NC01WQ","2/11/81",15:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","83.3","Final","Calculated"
"21NC01WQ","4/21/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity",NA,"0","Final","Calculated"
"21NC01WQ","4/21/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","13","Final","Actual"
"21NC01WQ","4/4/83",10:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"53.6","Final","Calculated"
"21NC01WQ","7/13/79",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"77.9","Final","Calculated"
"21NC01WQ","2/11/81",15:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"12","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.9","Final","Actual"
"21NC01WQ","5/31/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","3.4","Final","Actual"
"21NC01WQ","3/20/79",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","96.2","Final","Calculated"
"21NC01WQ","10/6/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","11","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","4.5","Final","Actual"
"21NC01WQ","3/25/75",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"195","Final","Actual"
"21NC01WQ","3/25/75",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","1.1","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"495","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","40","Final","Actual"
"21NC01WQ","12/7/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"42.8","Final","Calculated"
"21NC01WQ","12/7/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","75.2","Final","Calculated"
"21NC01WQ","6/21/78",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.24","Final","Actual"
"21NC01WQ","7/12/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","84.2","Final","Calculated"
"21NC01WQ","1/27/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"280","Final","Actual"
"21NC01WQ","1/27/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","68","Final","Calculated"
"21NC01WQ","2/28/74",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.1","Final","Actual"
"21NC01WQ","2/5/75",14:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","7.6","Final","Actual"
"21NC01WQ","5/12/75",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.7","Final","Actual"
"21NC01WQ","5/12/75",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"352","Final","Actual"
"21NC01WQ","11/5/74",12:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","30","Final","Actual"
"21NC01WQ","11/5/74",12:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","54","Final","Calculated"
"21NC01WQ","5/26/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","5.4","Final","Actual"
"21NC01WQ","6/21/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","81","Final","Calculated"
"21NC01WQ","6/21/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Temperature, water",NA,"25","Final","Actual"
"21NC01WQ","2/27/96",14:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0","Final","Actual"
"21NC01WQ","6/25/90",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.4","Final","Actual"
"21NC01WQ","10/26/84",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","7/26/90",09:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.5","Final","Actual"
"21NC01WQ","4/28/93",15:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","84","Final","Calculated"
"21NC01WQ","7/15/92",14:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","65.8","Final","Calculated"
"21NC01WQ","6/23/93",15:05:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","72.6","Final","Calculated"
"21NC01WQ","5/18/93",16:18:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","75","Final","Calculated"
"21NC01WQ","9/15/93",15:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity","Total","0","Final","Actual"
"21NC01WQ","3/28/78",14:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity",NA,"0","Final","Calculated"
"21NC01WQ","3/26/90",10:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.8","Final","Actual"
"21NC01WQ","11/13/84",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","329","Final","Actual"
"21NC01WQ","12/30/91",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.24","Final","Actual"
"21NC01WQ","4/20/71",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","37","Final","Calculated"
"21NC01WQ","3/14/83",11:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","283","Final","Actual"
"21NC01WQ","2/21/90",10:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.7","Final","Actual"
"21NC01WQ","4/11/84",10:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.77","Final","Actual"
"21NC01WQ","4/18/94",16:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","246","Final","Actual"
"21NC01WQ","1/28/82",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.34","Final","Actual"
"21NC01WQ","11/7/96",15:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.07","Final","Actual"
"21NC01WQ","8/25/86",10:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.8","Final","Actual"
"21NC01WQ","2/18/82",13:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.48","Final","Actual"
"21NC01WQ","5/18/82",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.7","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","44","Final","Actual"
"21NC01WQ","11/19/80",14:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","81","Final","Actual"
"21NC01WQ","6/12/96",15:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.5","Final","Actual"
"21NC01WQ","3/16/81",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","4.6","Final","Actual"
"21NC01WQ","2/11/81",15:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","32","Final","Actual"
"21NC01WQ","2/13/79",13:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","62","Final","Actual"
"21NC01WQ","3/12/75",14:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","92","Final","Actual"
"21NC01WQ","1/22/85",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","34","Final","Actual"
"21NC01WQ","5/19/94",15:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity","Total","0","Final","Actual"
"21NC01WQ","7/16/96",14:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","76.2","Final","Calculated"
"21NC01WQ","11/28/95",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","88.3","Final","Calculated"
"21NC01WQ","8/19/96",15:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","79.8","Final","Calculated"
"21NC01WQ","3/4/82",13:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","6.1","Final","Actual"
"21NC01WQ","12/14/95",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","87.1","Final","Calculated"
"21NC01WQ","2/21/90",10:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.1","Final","Actual"
"21NC01WQ","2/22/94",15:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","98.1","Final","Calculated"
"21NC01WQ","4/18/94",16:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Salinity","Total","0","Final","Actual"
"21NC01WQ","8/12/93",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","70.2","Final","Calculated"
"21NC01WQ","2/14/95",15:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","114.2","Final","Calculated"
"21NC01WQ","7/18/91",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.5","Final","Actual"
"21NC01WQ","12/1/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.5","Final","Actual"
"21NC01WQ","8/18/81",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","16","Final","Actual"
"21NC01WQ","3/15/76",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","13","Final","Actual"
"21NC01WQ","1/18/96",14:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","187","Final","Actual"
"21NC01WQ","12/14/95",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","10.1","Final","Actual"
"21NC01WQ","12/10/86",09:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"25","Final","Actual"
"21NC01WQ","11/18/92",15:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"13","Final","Actual"
"21NC01WQ","11/28/95",14:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9","Final","Actual"
"21NC01WQ","12/10/86",09:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","3.6","Final","Actual"
"21NC01WQ","1/24/95",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","315","Final","Actual"
"21NC01WQ","9/8/71",10:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","54","Final","Actual"
"21NC01WQ","12/16/87",13:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.73","Final","Actual"
"21NC01WQ","11/13/84",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"5","Final","Actual"
"21NC01WQ","7/26/84",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"10","Final","Actual"
"21NC01WQ","8/26/85",11:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"41","Final","Actual"
"21NC01WQ","5/16/91",11:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.25","Final","Actual"
"21NC01WQ","8/12/93",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","480","Final","Actual"
"21NC01WQ","3/28/78",14:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","85.2","Final","Calculated"
"21NC01WQ","12/10/84",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","4.5","Final","Actual"
"21NC01WQ","3/27/89",13:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","98","Final","Actual"
"21NC01WQ","4/11/85",10:13:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"7","Final","Actual"
"21NC01WQ","12/10/84",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"9","Final","Actual"
"21NC01WQ","9/14/84",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"21","Final","Actual"
"21NC01WQ","3/23/95",15:14:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","389","Final","Actual"
"21NC01WQ","3/16/87",09:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","91","Final","Actual"
"21NC01WQ","8/31/70",14:52:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Alkalinity, total","Total","47","Final","Actual"
"21NC01WQ","3/27/89",13:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Flow",NA,"44","Final","Actual"
"21NC01WQ","12/12/85",11:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","13","Final","Actual"
"21NC01WQ","7/20/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","66.7","Final","Calculated"
"21NC01WQ","8/28/90",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","9.5","Final","Actual"
"21NC01WQ","10/24/86",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","28","Final","Calculated"
"21NC01WQ","8/6/91",13:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.4","Final","Actual"
"21NC01WQ","3/16/87",09:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","11.2","Final","Actual"
"21NC01WQ","12/10/80",18:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"221","Final","Actual"
"21NC01WQ","5/23/88",15:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","3.5","Final","Actual"
"21NC01WQ","3/3/87",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","25","Final","Actual"
"21NC01WQ","10/18/88",10:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.2","Final","Actual"
"21NC01WQ","5/23/88",15:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","41.2","Final","Calculated"
"21NC01WQ","1/15/76",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","70","Final","Actual"
"21NC01WQ","12/21/88",10:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.3","Final","Actual"
"21NC01WQ","11/17/88",16:50:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.3","Final","Actual"
"21NC01WQ","6/21/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","200","Final","Actual"
"21NC01WQ","10/8/74",14:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","13","Final","Actual"
"21NC01WQ","11/19/80",14:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"315","Final","Actual"
"21NC01WQ","4/20/90",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.25","Final","Actual"
"21NC01WQ","2/12/85",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.9","Final","Actual"
"21NC01WQ","5/26/76",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Turbidity","Total","20","Final","Actual"
"21NC01WQ","3/6/75",15:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"310","Final","Actual"
"21NC01WQ","3/28/78",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance",NA,"170","Final","Actual"
"21NC01WQ","10/14/82",11:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.73","Final","Actual"
"21NC01WQ","1/13/93",15:07:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","10.4","Final","Actual"
"21NC01WQ","10/22/90",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.14","Final","Actual"
"21NC01WQ","11/3/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","8.4","Final","Actual"
"21NC01WQ","12/10/84",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9.5","Final","Actual"
"21NC01WQ","1/13/86",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","19","Final","Actual"
"21NC01WQ","2/11/81",15:25:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","9","Final","Actual"
"21NC01WQ","9/20/83",11:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","9.3","Final","Actual"
"21NC01WQ","8/3/83",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","5.4","Final","Actual"
"21NC01WQ","12/10/84",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","76","Final","Calculated"
"21NC01WQ","8/23/88",13:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","4.2","Final","Actual"
"21NC01WQ","12/12/85",11:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.4","Final","Actual"
"21NC01WQ","10/26/89",10:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.15","Final","Actual"
"21NC01WQ","1/28/82",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","6.6","Final","Actual"
"21NC01WQ","6/11/82",11:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.14","Final","Actual"
"21NC01WQ","2/23/84",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","87.9","Final","Calculated"
"21NC01WQ","8/3/83",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","6.8","Final","Actual"
"21NC01WQ","1/13/86",11:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"pH","Total","7.2","Final","Actual"
"21NC01WQ","6/24/87",15:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","320","Final","Actual"
"21NC01WQ","5/12/75",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.4","Final","Actual"
"21NC01WQ","8/18/81",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","16","Final","Actual"
"21NC01WQ","9/11/95",14:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.05","Final","Actual"
"21NC01WQ","4/22/91",14:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","7","Final","Actual"
"21NC01WQ","5/16/91",11:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","19","Final","Actual"
"21NC01WQ","3/28/80",12:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","8.5","Final","Actual"
"21NC01WQ","3/3/87",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","11","Final","Actual"
"21NC01WQ","4/24/95",16:28:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.13","Final","Actual"
"21NC01WQ","6/21/95",14:05:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.06","Final","Actual"
"21NC01WQ","8/6/91",13:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.13","Final","Actual"
"21NC01WQ","7/13/79",11:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.2","Final","Actual"
"21NC01WQ","6/28/95",09:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.08","Final","Actual"
"21NC01WQ","10/26/89",10:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","12","Final","Actual"
"21NC01WQ","8/28/90",13:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","19","Final","Actual"
"21NC01WQ","8/16/78",11:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","5.5","Final","Actual"
"21NC01WQ","8/11/92",15:07:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","19","Final","Actual"
"21NC01WQ","6/22/81",14:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","3.6","Final","Actual"
"21NC01WQ","3/19/85",10:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","332","Final","Actual"
"21NC01WQ","11/15/89",12:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","13","Final","Actual"
"21NC01WQ","12/8/81",14:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","5.2","Final","Actual"
"21NC01WQ","6/25/96",09:15:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Phosphate-phosphorus as P","Total","0.17","Final","Actual"
"21NC01WQ","7/26/90",09:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","20","Final","Actual"
"21NC01WQ","7/18/91",13:10:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.11","Final","Actual"
"21NC01WQ","12/15/89",10:40:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.2","Final","Actual"
"21NC01WQ","3/12/75",14:55:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.5","Final","Actual"
"21NC01WQ","11/13/86",09:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","7.3","Final","Actual"
"21NC01WQ","9/19/90",11:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.2","Final","Actual"
"21NC01WQ","4/9/96",12:45:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.16","Final","Actual"
"21NC01WQ","10/6/77",00:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","1.6","Final","Actual"
"21NC01WQ","12/8/82",11:17:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","250","Final","Actual"
"21NC01WQ","8/18/81",10:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","686","Final","Actual"
"21NC01WQ","4/12/78",11:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6.9","Final","Actual"
"21NC01WQ","3/4/82",13:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","294","Final","Actual"
"21NC01WQ","4/11/84",10:00:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","2","Final","Actual"
"21NC01WQ","9/17/79",12:20:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Dissolved oxygen (DO)","Dissolved","6","Final","Actual"
"21NC01WQ","1/20/81",11:07:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","13","Final","Actual"
"21NC01WQ","2/18/82",13:35:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Specific conductance","Total","185","Final","Actual"
"21NC01WQ","2/28/74",12:30:00,NA,NA,"21NC01WQ-J1330000",NA,NA,"Ammonia-nitrogen as N","Total","0.27","Final","Actual"
