"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","6/2/83","10:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","7.2","mg/l","Final","Actual"
"21NC01WQ","1/28/82","10:20:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","12","mg/l","Final","Actual"
"21NC01WQ","2/12/85","11:40:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","3.9","mg/l","Final","Actual"
"21NC01WQ","1/13/86","11:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","6","mg/l","Final","Actual"
"21NC01WQ","5/18/82","12:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","7.4","mg/l","Final","Actual"
"21NC01WQ","6/20/84","12:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","9.6","mg/l","Final","Actual"
"21NC01WQ","9/20/83","11:45:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","15","mg/l","Final","Actual"
"21NC01WQ","3/19/85","10:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","24","mg/l","Final","Actual"
"21NC01WQ","4/22/82","11:40:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","10","mg/l","Final","Actual"
"21NC01WQ","6/11/82","11:10:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","4","mg/l","Final","Actual"
"21NC01WQ","11/16/81","14:25:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","6.5","mg/l","Final","Actual"
"21NC01WQ","3/17/86","10:50:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","6.6","mg/l","Final","Actual"
"21NC01WQ","2/20/86","11:05:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","19","mg/l","Final","Actual"
"21NC01WQ","7/20/83","11:00:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","13","mg/l","Final","Actual"
"21NC01WQ","11/17/83","11:50:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","8.4","mg/l","Final","Actual"
"21NC01WQ","10/13/80","14:45:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","2.6","mg/l","Final","Actual"
"21NC01WQ","8/11/82","10:45:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","7.8","mg/l","Final","Actual"
"21NC01WQ","5/25/84","10:55:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","13","mg/l","Final","Actual"
"21NC01WQ","1/11/83","11:30:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","2","mg/l","Final","Actual"
"21NC01WQ","10/22/81","12:10:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","15","mg/l","Final","Actual"
"21NC01WQ","2/3/83","11:25:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","4.1","mg/l","Final","Actual"
"21NC01WQ","12/12/85","11:15:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","9.6","mg/l","Final","Actual"
"21NC01WQ","1/22/85","11:40:00","21NC01WQ-J1330000",NA,NA,"Biochemical oxygen demand, standard conditions","Total","9.2","mg/l","Final","Actual"
"21NC01WQ","10/22/85","11:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.2","mg/l","Final","Actual"
"21NC01WQ","9/25/95","11:10:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.01","mg/l","Final","Actual"
"21NC01WQ","2/2/89","15:06:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.5","mg/l","Final","Actual"
"21NC01WQ","4/19/92","13:40:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.52","mg/l","Final","Actual"
"21NC01WQ","5/13/86","11:10:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","5.9","mg/l","Final","Actual"
"21NC01WQ","6/18/92","15:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.25","mg/l","Final","Actual"
"21NC01WQ","4/16/86","11:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.3","mg/l","Final","Actual"
"21NC01WQ","7/17/85","10:40:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.61","mg/l","Final","Actual"
"21NC01WQ","5/23/88","15:55:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.5","mg/l","Final","Actual"
"21NC01WQ","5/16/85","11:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.42","mg/l","Final","Actual"
"21NC01WQ","12/10/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.6","mg/l","Final","Actual"
"21NC01WQ","9/19/89","10:50:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","2/22/94","15:15:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.48","mg/l","Final","Actual"
"21NC01WQ","4/18/94","16:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.16","mg/l","Final","Actual"
"21NC01WQ","8/12/93","11:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.87","mg/l","Final","Actual"
"21NC01WQ","5/18/93","16:18:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.36","mg/l","Final","Actual"
"21NC01WQ","4/28/93","15:55:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.08","mg/l","Final","Actual"
"21NC01WQ","6/23/93","15:05:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1","mg/l","Final","Actual"
"21NC01WQ","1/8/92","14:10:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.08","mg/l","Final","Actual"
"21NC01WQ","2/17/93","16:03:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.05","mg/l","Final","Actual"
"21NC01WQ","11/17/93","15:45:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.9","mg/l","Final","Actual"
"21NC01WQ","4/11/84","10:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.59","mg/l","Final","Actual"
"21NC01WQ","6/2/83","10:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.4","mg/l","Final","Actual"
"21NC01WQ","10/18/88","10:25:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.9","mg/l","Final","Actual"
"21NC01WQ","3/16/88","14:20:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","2.6","mg/l","Final","Actual"
"21NC01WQ","1/5/84","11:15:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","6/16/86","12:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","3.4","mg/l","Final","Actual"
"21NC01WQ","9/14/84","10:20:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","4.7","mg/l","Final","Actual"
"21NC01WQ","11/18/87","15:40:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.9","mg/l","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.59","mg/l","Final","Actual"
"21NC01WQ","2/23/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.04","mg/l","Final","Actual"
"21NC01WQ","6/28/95","9:45:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.02","mg/l","Final","Actual"
"21NC01WQ","1/11/89","14:45:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.7","mg/l","Final","Actual"
"21NC01WQ","6/25/96","9:15:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.11","mg/l","Final","Actual"
"21NC01WQ","7/14/94","14:40:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.56","mg/l","Final","Actual"
"21NC01WQ","5/19/94","15:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.52","mg/l","Final","Actual"
"21NC01WQ","6/20/94","14:45:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","9/15/93","15:15:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.78","mg/l","Final","Actual"
"21NC01WQ","2/25/88","14:25:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","1/26/88","15:20:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.23","mg/l","Final","Actual"
"21NC01WQ","5/13/92","9:35:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.1","mg/l","Final","Actual"
"21NC01WQ","3/17/94","14:50:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.21","mg/l","Final","Actual"
"21NC01WQ","6/20/85","10:00:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.2","mg/l","Final","Actual"
"21NC01WQ","3/8/84","10:50:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","0.27","mg/l","Final","Actual"
"21NC01WQ","10/19/93","15:10:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","11/4/82","11:55:00","21NC01WQ-J1330000",NA,NA,"Orthophosphate as P","Total","4","mg/l","Final","Actual"
"21NC01WQ","11/7/96","15:20:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.3","mg/l","Final","Actual"
"21NC01WQ","7/11/80","11:40:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","0.81","mg/l","Final","Actual"
"21NC01WQ","11/17/93","15:45:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","26","mg/l","Final","Actual"
"21NC01WQ","5/22/95","16:05:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","4.7","mg/l","Final","Actual"
"21NC01WQ","5/10/83","11:30:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.8","mg/l","Final","Actual"
"21NC01WQ","6/28/95","9:45:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","4.3","mg/l","Final","Actual"
"21NC01WQ","6/12/96","15:45:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2","mg/l","Final","Actual"
"21NC01WQ","12/8/81","14:20:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.6","mg/l","Final","Actual"
"21NC01WQ","9/11/95","14:00:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","6/2/83","10:30:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","4","mg/l","Final","Actual"
"21NC01WQ","6/22/81","14:00:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.9","mg/l","Final","Actual"
"21NC01WQ","12/12/94","15:20:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","9.3","mg/l","Final","Actual"
"21NC01WQ","9/25/95","11:10:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.2","mg/l","Final","Actual"
"21NC01WQ","4/9/96","12:45:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.4","mg/l","Final","Actual"
"21NC01WQ","4/11/84","10:00:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.2","mg/l","Final","Actual"
"21NC01WQ","7/12/82","12:35:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","6","mg/l","Final","Actual"
"21NC01WQ","8/31/95","11:30:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","6.9","mg/l","Final","Actual"
"21NC01WQ","4/4/83","10:45:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","3.6","mg/l","Final","Actual"
"21NC01WQ","7/25/95","14:30:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2","mg/l","Final","Actual"
"21NC01WQ","4/24/95","16:28:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","2.4","mg/l","Final","Actual"
"21NC01WQ","9/15/82","10:30:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","1.8","mg/l","Final","Actual"
"21NC01WQ","12/8/82","11:17:00","21NC01WQ-J1330000",NA,NA,"Inorganic nitrogen (nitrate and nitrite) as N","Total","6.2","mg/l","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","5.1","mg/l","Final","Actual"
"21NC01WQ","1/5/84","11:15:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","6.7","mg/l","Final","Actual"
"21NC01WQ","6/16/86","12:00:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","9.4","mg/l","Final","Actual"
"21NC01WQ","9/14/81","10:20:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","49.4","%","Final","Calculated"
"21NC01WQ","12/8/81","14:20:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","79.6","%","Final","Calculated"
"21NC01WQ","7/26/84","10:30:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","7.4","mg/l","Final","Actual"
"21NC01WQ","3/8/84","10:50:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.3","mg/l","Final","Actual"
"21NC01WQ","8/26/80","13:10:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","61.9","%","Final","Calculated"
"21NC01WQ","3/16/87","9:20:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","8.6","mg/l","Final","Actual"
"21NC01WQ","7/12/82","12:35:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","69","%","Final","Calculated"
"21NC01WQ","9/19/89","10:50:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.9","mg/l","Final","Actual"
"21NC01WQ","11/17/93","15:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","66","%","Final","Calculated"
"21NC01WQ","5/28/96","15:10:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","71.8","%","Final","Calculated"
"21NC01WQ","10/18/88","10:25:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","9/22/80","13:10:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","97.4","%","Final","Calculated"
"21NC01WQ","11/13/84","11:00:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","9.1","mg/l","Final","Actual"
"21NC01WQ","2/25/88","14:25:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","16","mg/l","Final","Actual"
"21NC01WQ","6/20/85","10:00:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","9.8","mg/l","Final","Actual"
"21NC01WQ","9/20/85","11:00:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","9","mg/l","Final","Actual"
"21NC01WQ","11/18/87","15:40:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","7.8","mg/l","Final","Actual"
"21NC01WQ","12/21/88","10:00:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","2.6","mg/l","Final","Actual"
"21NC01WQ","5/10/83","11:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","64.2","%","Final","Calculated"
"21NC01WQ","1/11/89","14:45:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","3.1","mg/l","Final","Actual"
"21NC01WQ","7/15/81","9:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","47.6","%","Final","Calculated"
"21NC01WQ","7/11/80","11:40:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","63.4","%","Final","Calculated"
"21NC01WQ","10/25/94","11:15:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","68.1","%","Final","Calculated"
"21NC01WQ","5/27/81","11:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","43.3","%","Final","Calculated"
"21NC01WQ","4/9/96","12:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","93.8","%","Final","Calculated"
"21NC01WQ","1/20/81","11:07:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","110.4","%","Final","Calculated"
"21NC01WQ","5/13/92","9:35:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.6","mg/l","Final","Actual"
"21NC01WQ","7/17/85","10:40:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.88","mg/l","Final","Actual"
"21NC01WQ","4/4/83","10:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","90.7","%","Final","Calculated"
"21NC01WQ","6/18/92","15:30:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1","mg/l","Final","Actual"
"21NC01WQ","10/22/85","11:30:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","6.4","mg/l","Final","Actual"
"21NC01WQ","12/10/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","17","mg/l","Final","Actual"
"21NC01WQ","9/23/87","12:20:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","15","mg/l","Final","Actual"
"21NC01WQ","11/7/96","15:20:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","87.2","%","Final","Calculated"
"21NC01WQ","1/15/80","13:10:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","90.7","%","Final","Calculated"
"21NC01WQ","12/10/86","9:30:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","12","mg/l","Final","Actual"
"21NC01WQ","5/23/88","15:55:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","5.7","mg/l","Final","Actual"
"21NC01WQ","6/22/81","14:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","55.7","%","Final","Calculated"
"21NC01WQ","4/11/84","10:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","82.4","%","Final","Calculated"
"21NC01WQ","10/16/96","15:20:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","79.8","%","Final","Calculated"
"21NC01WQ","5/5/79","10:05:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","97.9","%","Final","Calculated"
"21NC01WQ","10/26/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","14","mg/l","Final","Actual"
"21NC01WQ","3/16/88","14:20:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","17","mg/l","Final","Actual"
"21NC01WQ","2/23/84","11:30:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","0.5","mg/l","Final","Actual"
"21NC01WQ","6/12/96","15:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","77.4","%","Final","Calculated"
"21NC01WQ","2/2/89","15:06:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","4.7","mg/l","Final","Actual"
"21NC01WQ","4/19/92","13:40:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","1.5","mg/l","Final","Actual"
"21NC01WQ","8/26/85","11:25:00","21NC01WQ-J1330000",NA,NA,"Kjeldahl nitrogen","Total","2.9","mg/l","Final","Actual"
"21NC01WQ","1/10/75","11:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","80","%","Final","Calculated"
"21NC01WQ","4/25/88","16:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","69.1","%","Final","Calculated"
"21NC01WQ","3/26/90","10:55:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","83","%","Final","Calculated"
"21NC01WQ","8/14/89","13:50:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","78.2","%","Final","Calculated"
"21NC01WQ","3/10/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","80.6","%","Final","Calculated"
"21NC01WQ","2/4/76","11:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","92.4","%","Final","Calculated"
"21NC01WQ","5/31/77","0:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","37.8","%","Final","Calculated"
"21NC01WQ","12/5/74","15:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","75","%","Final","Calculated"
"21NC01WQ","5/26/76","0:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","46","%","Final","Calculated"
"21NC01WQ","12/8/82","11:17:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","80.2","%","Final","Calculated"
"21NC01WQ","1/28/87","10:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","74.1","%","Final","Calculated"
"21NC01WQ","2/20/86","11:05:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","68.1","%","Final","Calculated"
"21NC01WQ","7/20/83","11:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","44","%","Final","Calculated"
"21NC01WQ","7/26/90","9:40:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","63.4","%","Final","Calculated"
"21NC01WQ","11/15/89","12:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","71.6","%","Final","Calculated"
"21NC01WQ","6/20/84","12:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","29.8","%","Final","Calculated"
"21NC01WQ","3/19/85","10:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","62.9","%","Final","Calculated"
"21NC01WQ","10/14/92","14:53:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","73.7","%","Final","Calculated"
"21NC01WQ","3/3/87","10:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","92.4","%","Final","Calculated"
"21NC01WQ","8/11/82","10:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","54.1","%","Final","Calculated"
"21NC01WQ","8/6/91","13:00:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","78","%","Final","Calculated"
"21NC01WQ","8/28/90","13:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","69.1","%","Final","Calculated"
"21NC01WQ","10/19/76","11:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","60.2","%","Final","Calculated"
"21NC01WQ","2/5/75","14:30:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","83","%","Final","Calculated"
"21NC01WQ","12/13/90","11:45:00","21NC01WQ-J1330000",NA,NA,"Dissolved oxygen saturation","Dissolved","74.8","%","Final","Calculated"
