"agency","site_no","Date","HydrologicEvent","SampleFraction","Units","Nitrate","Nitrogen","Phosphorus","Temperature","month","agency_cd.x","site_no.x","Discharge.G","D.Approval.Code.G","Gage.Height.G","GH.Approval.Code.G","agency_cd.y","site_no.y","Discharge.C","D.Approval.Code.C","Gage.Height.C","GH.Approval.Code.C"
NA,NA,2013-01-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.4,"A",1.61,"A","USGS","0208675010",0.43,"A",0.35,"A"
NA,NA,2013-01-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.6,"A",1.6,"A","USGS","0208675010",0.38,"A",0.34,"A"
NA,NA,2013-01-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.6,"A",1.59,"A","USGS","0208675010",0.33,"A",0.34,"A"
NA,NA,2013-01-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.58,"A","USGS","0208675010",0.31,"A",0.34,"A"
NA,NA,2013-01-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.3,"A",1.67,"A","USGS","0208675010",2.03,"A",0.42,"A"
NA,NA,2013-01-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.8,"A",1.63,"A","USGS","0208675010",0.75,"A",0.37,"A"
NA,NA,2013-01-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.5,"A",1.6,"A","USGS","0208675010",0.47,"A",0.35,"A"
NA,NA,2013-01-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.2,"A",1.59,"A","USGS","0208675010",1.75,"A",0.4,"A"
NA,NA,2013-01-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.8,"A",1.69,"A","USGS","0208675010",2.87,"A",0.46,"A"
NA,NA,2013-01-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.9,"A",1.75,"A","USGS","0208675010",5.03,"A",0.49,"A"
NA,NA,2013-01-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",296,"A",3.45,"A","USGS","0208675010",128,"A",1.19,"A"
NA,NA,2013-01-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",273,"A",3.26,"A","USGS","0208675010",48.7,"A",0.81,"A"
NA,NA,2013-01-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",55.4,"A",1.93,"A","USGS","0208675010",5.04,"A",0.52,"A"
NA,NA,2013-01-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",36.4,"A",1.8,"A","USGS","0208675010",2.44,"A",0.45,"A"
NA,NA,2013-01-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27.7,"A",1.72,"A","USGS","0208675010",1.37,"A",0.41,"A"
NA,NA,2013-01-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.2,"A",1.68,"A","USGS","0208675010",1.03,"A",0.39,"A"
NA,NA,2013-01-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21,"A",1.65,"A","USGS","0208675010",0.76,"A",0.38,"A"
NA,NA,2013-01-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.2,"A",1.63,"A","USGS","0208675010",0.68,"A",0.37,"A"
NA,NA,2013-01-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.1,"A",1.62,"A","USGS","0208675010",0.9,"A",0.38,"A"
NA,NA,2013-01-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25.3,"A",1.69,"A","USGS","0208675010",2.37,"A",0.44,"A"
NA,NA,2013-01-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.2,"A",1.68,"A","USGS","0208675010",1.43,"A",0.41,"A"
NA,NA,2013-01-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21,"A",1.65,"A","USGS","0208675010",0.87,"A",0.38,"A"
NA,NA,2013-01-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.1,"A",1.66,"A","USGS","0208675010",0.59,"A",0.36,"A"
NA,NA,2013-01-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20,"A",1.64,"A","USGS","0208675010",0.65,"A",0.36,"A"
NA,NA,2013-01-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",74.7,"A",2.05,"A","USGS","0208675010",14.7,"A",0.6,"A"
NA,NA,2013-02-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.8,"A",1.69,"A","USGS","0208675010",1.28,"A",0.4,"A"
NA,NA,2013-02-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.4,"A",1.65,"A","USGS","0208675010",0.63,"A",0.37,"A"
NA,NA,2013-02-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.7,"A",1.64,"A","USGS","0208675010",0.48,"A",0.35,"A"
NA,NA,2013-02-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.3,"A",1.62,"A","USGS","0208675010",0.43,"A",0.35,"A"
NA,NA,2013-02-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.3,"A",1.62,"A","USGS","0208675010",0.43,"A",0.35,"A"
NA,NA,2013-02-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.3,"A",1.61,"A","USGS","0208675010",0.38,"A",0.34,"A"
NA,NA,2013-02-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19,"A",1.63,"A","USGS","0208675010",3.17,"A",0.39,"A"
NA,NA,2013-02-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",242,"A",3.09,"A","USGS","0208675010",76.3,"A",0.93,"A"
NA,NA,2013-02-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",44.4,"A",1.85,"A","USGS","0208675010",3.3,"A",0.48,"A"
NA,NA,2013-02-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",31,"A",1.74,"A","USGS","0208675010",1.65,"A",0.42,"A"
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.9,"A",1.74,"A","USGS","0208675010",1.77,"A",0.43,"A"
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27.5,"A",1.71,"A","USGS","0208675010",1.28,"A",0.4,"A"
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",72.1,"A",2,"A","USGS","0208675010",14.1,"A",0.59,"A"
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",37.2,"A",1.79,"A","USGS","0208675010",3.02,"A",0.47,"A"
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.1,"A",1.7,"A","USGS","0208675010",1.39,"A",0.41,"A"
NA,NA,2013-02-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",60.5,"A",1.92,"A","USGS","0208675010",11.9,"A",0.55,"A"
NA,NA,2013-02-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",46.9,"A",1.86,"A","USGS","0208675010",4.46,"A",0.5,"A"
NA,NA,2013-02-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27.8,"A",1.71,"A","USGS","0208675010",1.63,"A",0.42,"A"
NA,NA,2013-02-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",36.2,"A",1.77,"A","USGS","0208675010",4.12,"A",0.47,"A"
NA,NA,2013-02-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.4,"A",1.67,"A","USGS","0208675010",1.21,"A",0.4,"A"
NA,NA,2013-02-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",36.9,"A",1.78,"A","USGS","0208675010",4.39,"A",0.49,"A"
NA,NA,2013-02-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",153,"A",2.58,"A","USGS","0208675010",60.4,"A",0.85,"A"
NA,NA,2013-02-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",63.3,"A",1.97,"A","USGS","0208675010",6.03,"A",0.53,"A"
NA,NA,2013-02-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",34.9,"A",1.78,"A","USGS","0208675010",2.09,"A",0.44,"A"
NA,NA,2013-02-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",173,"A",2.69,"A","USGS","0208675010",93.6,"A",0.96,"A"
NA,NA,2013-02-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",83.3,"A",2.09,"A","USGS","0208675010",10.2,"A",0.58,"A"
NA,NA,2013-02-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",40.6,"A",1.82,"A","USGS","0208675010",2.96,"A",0.47,"A"
NA,NA,2013-03-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.9,"A",1.74,"A","USGS","0208675010",1.68,"A",0.42,"A"
NA,NA,2013-03-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27.7,"A",1.71,"A","USGS","0208675010",1.26,"A",0.4,"A"
NA,NA,2013-03-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25.1,"A",1.69,"A","USGS","0208675010",0.99,"A",0.39,"A"
NA,NA,2013-03-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22,"A",1.66,"A","USGS","0208675010",0.82,"A",0.38,"A"
NA,NA,2013-03-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25,"A",1.68,"A","USGS","0208675010",2.14,"A",0.42,"A"
NA,NA,2013-03-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",46.9,"A",1.86,"A","USGS","0208675010",6.02,"A",0.51,"A"
NA,NA,2013-03-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.5,"A",1.68,"A","USGS","0208675010",1.24,"A",0.4,"A"
NA,NA,2013-03-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.4,"A",1.65,"A","USGS","0208675010",0.77,"A",0.38,"A"
NA,NA,2013-03-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.2,"A",1.63,"A","USGS","0208675010",0.6,"A",0.36,"A"
NA,NA,2013-03-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.4,"A",1.62,"A","USGS","0208675010",0.6,"A",0.36,"A"
NA,NA,2013-03-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.7,"A",1.62,"A","USGS","0208675010",0.55,"A",0.36,"A"
NA,NA,2013-03-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",103,"A",2.22,"A","USGS","0208675010",44,"A",0.72,"A"
NA,NA,2013-03-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",38.8,"A",1.81,"A","USGS","0208675010",3.29,"A",0.47,"A"
NA,NA,2013-03-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.2,"A",1.7,"A","USGS","0208675010",1.45,"A",0.41,"A"
NA,NA,2013-03-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22,"A",1.65,"A","USGS","0208675010",1.06,"A",0.39,"A"
NA,NA,2013-03-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21,"A",1.64,"A","USGS","0208675010",0.75,"A",0.37,"A"
NA,NA,2013-03-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.4,"A",1.64,"A","USGS","0208675010",0.67,"A",0.37,"A"
NA,NA,2013-03-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",42,"A",1.82,"A","USGS","0208675010",3.7,"A",0.47,"A"
NA,NA,2013-03-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22,"A",1.65,"A","USGS","0208675010",1,"A",0.39,"A"
NA,NA,2013-03-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.6,"A",1.64,"A","USGS","0208675010",0.72,"A",0.37,"A"
NA,NA,2013-03-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.2,"A",1.62,"A","USGS","0208675010",0.61,"A",0.36,"A"
NA,NA,2013-03-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.2,"A",1.61,"A","USGS","0208675010",0.54,"A",0.36,"A"
NA,NA,2013-03-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",83.9,"A",2.08,"A","USGS","0208675010",30.2,"A",0.63,"A"
NA,NA,2013-03-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",58.7,"A",1.94,"A","USGS","0208675010",7.66,"A",0.55,"A"
NA,NA,2013-03-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27.8,"A",1.71,"A","USGS","0208675010",2.3,"A",0.45,"A"
NA,NA,2013-03-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.4,"A",1.67,"A","USGS","0208675010",1.46,"A",0.41,"A"
NA,NA,2013-03-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.1,"A",1.66,"A","USGS","0208675010",1.08,"A",0.4,"A"
NA,NA,2013-03-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.8,"A",1.65,"A","USGS","0208675010",0.9,"A",0.38,"A"
NA,NA,2013-03-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.3,"A",1.62,"A","USGS","0208675010",0.83,"A",0.38,"A"
NA,NA,2013-03-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",53.6,"A",1.87,"A","USGS","0208675010",30.6,"A",0.66,"A"
NA,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",76.2,"A",2.05,"A","USGS","0208675010",20.7,"A",0.66,"A"
NA,NA,2013-04-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25.6,"A",1.69,"A","USGS","0208675010",2.7,"A",0.46,"A"
NA,NA,2013-04-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.3,"A",1.62,"A","USGS","0208675010",1.7,"A",0.42,"A"
NA,NA,2013-04-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",138,"A",2.48,"A","USGS","0208675010",48.5,"A",0.81,"A"
NA,NA,2013-04-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",36.6,"A",1.79,"A","USGS","0208675010",3.93,"A",0.49,"A"
NA,NA,2013-04-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",27.6,"A",1.71,"A","USGS","0208675010",2.19,"A",0.44,"A"
NA,NA,2013-04-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.1,"A",1.68,"A","USGS","0208675010",2.14,"A",0.44,"A"
NA,NA,2013-04-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.2,"A",1.68,"A","USGS","0208675010",1.95,"A",0.43,"A"
NA,NA,2013-04-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.3,"A",1.67,"A","USGS","0208675010",1.18,"A",0.4,"A"
NA,NA,2013-04-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.9,"A",1.66,"A","USGS","0208675010",1.06,"A",0.39,"A"
NA,NA,2013-04-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",73.7,"A",2.03,"A","USGS","0208675010",15.6,"A",0.59,"A"
NA,NA,2013-04-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",28.8,"A",1.72,"A","USGS","0208675010",2.35,"A",0.45,"A"
NA,NA,2013-04-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22,"A",1.65,"A","USGS","0208675010",1.14,"A",0.4,"A"
NA,NA,2013-04-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.8,"A",1.66,"A","USGS","0208675010",1.28,"A",0.41,"A"
NA,NA,2013-04-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20,"A",1.63,"A","USGS","0208675010",0.96,"A",0.39,"A"
NA,NA,2013-04-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.4,"A",1.62,"A","USGS","0208675010",0.68,"A",0.37,"A"
NA,NA,2013-04-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.6,"A",1.62,"A","USGS","0208675010",0.6,"A",0.36,"A"
NA,NA,2013-04-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",44.2,"A",1.8,"A","USGS","0208675010",42.6,"A",0.6,"A"
NA,NA,2013-04-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",77.1,"A",2.05,"A","USGS","0208675010",36.9,"A",0.74,"A"
NA,NA,2013-04-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26,"A",1.7,"A","USGS","0208675010",2.16,"A",0.44,"A"
NA,NA,2013-04-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.1,"A",1.66,"A","USGS","0208675010",0.97,"A",0.39,"A"
NA,NA,2013-04-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",21.5,"A",1.65,"A","USGS","0208675010",1.06,"A",0.39,"A"
NA,NA,2013-04-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.3,"A",1.64,"A","USGS","0208675010",0.91,"A",0.39,"A"
NA,NA,2013-04-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.7,"A",1.63,"A","USGS","0208675010",0.79,"A",0.38,"A"
NA,NA,2013-04-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",19.3,"A",1.62,"A","USGS","0208675010",0.74,"A",0.37,"A"
NA,NA,2013-04-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.6,"A",1.62,"A","USGS","0208675010",0.56,"A",0.36,"A"
NA,NA,2013-04-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20,"A",1.63,"A","USGS","0208675010",4.54,"A",0.41,"A"
NA,NA,2013-04-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",154,"A",2.59,"A","USGS","0208675010",105,"A",1.09,"A"
NA,NA,2013-04-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",38.7,"A",1.81,"A","USGS","0208675010",4.34,"A",0.5,"A"
NA,NA,2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",29,"A",1.73,"A","USGS","0208675010",2.44,"A",0.44,"A"
NA,NA,2013-05-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.3,"A",1.7,"A","USGS","0208675010",1.37,"A",0.41,"A"
NA,NA,2013-05-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24.5,"A",1.68,"A","USGS","0208675010",0.98,"A",0.39,"A"
NA,NA,2013-05-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23,"A",1.67,"A","USGS","0208675010",0.81,"A",0.38,"A"
NA,NA,2013-05-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.4,"A",1.66,"A","USGS","0208675010",0.7,"A",0.37,"A"
NA,NA,2013-05-06,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",401,"A",3.52,"A","USGS","0208675010",93.8,"A",0.97,"A"
NA,NA,2013-05-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",115,"A",2.3,"A","USGS","0208675010",8.87,"A",0.58,"A"
NA,NA,2013-05-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",45.5,"A",1.86,"A","USGS","0208675010",3.19,"A",0.47,"A"
NA,NA,2013-05-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",30.1,"A",1.74,"A","USGS","0208675010",1.23,"A",0.4,"A"
NA,NA,2013-05-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",36.1,"A",1.77,"A","USGS","0208675010",2.26,"A",0.43,"A"
NA,NA,2013-05-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",32.4,"A",1.75,"A","USGS","0208675010",2.01,"A",0.44,"A"
NA,NA,2013-05-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",25,"A",1.69,"A","USGS","0208675010",0.91,"A",0.39,"A"
NA,NA,2013-05-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.6,"A",1.67,"A","USGS","0208675010",0.69,"A",0.37,"A"
NA,NA,2013-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.4,"A",1.67,"A","USGS","0208675010",0.63,"A",0.37,"A"
NA,NA,2013-05-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",23.3,"A",1.67,"A","USGS","0208675010",0.42,"A",0.35,"A"
NA,NA,2013-05-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.8,"A",1.66,"A","USGS","0208675010",0.47,"A",0.35,"A"
NA,NA,2013-05-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",39.4,"A",1.78,"A","USGS","0208675010",24.7,"A",0.57,"A"
NA,NA,2013-05-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",181,"A",2.76,"A","USGS","0208675010",85.8,"A",0.99,"A"
NA,NA,2013-05-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",379,"A",3.7,"A","USGS","0208675010",81.5,"A",0.98,"A"
NA,NA,2013-05-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",120,"A",2.37,"A","USGS","0208675010",14.4,"A",0.63,"A"
NA,NA,2013-05-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",44.7,"A",1.9,"A","USGS","0208675010",3.73,"A",0.49,"A"
NA,NA,2013-05-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",51.9,"A",1.94,"A","USGS","0208675010",6.6,"A",0.53,"A"
NA,NA,2013-05-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",57.4,"A",1.97,"A","USGS","0208675010",2.93,"A",0.47,"A"
NA,NA,2013-05-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",26.9,"A",1.75,"A","USGS","0208675010",1.22,"A",0.4,"A"
NA,NA,2013-05-26,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.5,"A",1.71,"A","USGS","0208675010",0.85,"A",0.38,"A"
NA,NA,2013-05-27,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.9,"A",1.69,"A","USGS","0208675010",0.73,"A",0.37,"A"
NA,NA,2013-05-28,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",20.6,"A",1.69,"A","USGS","0208675010",0.54,"A",0.36,"A"
NA,NA,2013-05-29,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.7,"A",1.67,"A","USGS","0208675010",0.51,"A",0.36,"A"
NA,NA,2013-05-30,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.5,"A",1.64,"A","USGS","0208675010",0.57,"A",0.36,"A"
NA,NA,2013-05-31,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.3,"A",1.63,"A","USGS","0208675010",0.61,"A",0.36,"A"
NA,NA,2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.1,"A",1.64,"A","USGS","0208675010",0.54,"A",0.36,"A"
NA,NA,2013-06-02,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.5,"A",1.63,"A","USGS","0208675010",0.48,"A",0.35,"A"
NA,NA,2013-06-03,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",75.5,"A",2.08,"A","USGS","0208675010",50.5,"A",0.81,"A"
NA,NA,2013-06-04,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",39,"A",1.83,"A","USGS","0208675010",6.19,"A",0.52,"A"
NA,NA,2013-06-05,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",17.7,"A",1.66,"A","USGS","0208675010",1.06,"A",0.39,"A"
NA,NA,2013-06-07,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",1020,"A",6.26,"A","USGS","0208675010",378,"A",2.82,"A"
NA,NA,2013-06-08,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",200,"A e",3.04,"A","USGS","0208675010",40.6,"A",0.8,"A"
NA,NA,2013-06-09,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",46,"A e",2.12,"A","USGS","0208675010",6.14,"A",0.54,"A"
NA,NA,2013-06-10,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",170,"A e",2.84,"A","USGS","0208675010",46.1,"A",0.76,"A"
NA,NA,2013-06-11,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",86,"A e",2.34,"A","USGS","0208675010",10,"A",0.58,"A"
NA,NA,2013-06-12,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",50,"A e",2.12,"A","USGS","0208675010",2.62,"A",0.46,"A"
NA,NA,2013-06-13,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",24,"A e",1.95,"A","USGS","0208675010",2.41,"A",0.44,"A"
NA,NA,2013-06-14,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A e",1.77,"A","USGS","0208675010",1.74,"A",0.42,"A"
NA,NA,2013-06-15,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A e",1.66,"A","USGS","0208675010",0.88,"A",0.38,"A"
NA,NA,2013-06-16,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14,"A e",1.63,"A","USGS","0208675010",0.64,"A",0.37,"A"
NA,NA,2013-06-17,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14,"A e",1.62,"A","USGS","0208675010",0.47,"A",0.35,"A"
NA,NA,2013-06-18,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",101,"A",2.17,"A","USGS","0208675010",37.9,"A",0.59,"A"
NA,NA,2013-06-19,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",48.9,"A",1.9,"A","USGS","0208675010",7.65,"A",0.54,"A"
NA,NA,2013-06-20,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",18.1,"A",1.66,"A","USGS","0208675010",1.34,"A",0.41,"A"
NA,NA,2013-06-21,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15.3,"A",1.62,"A","USGS","0208675010",0.68,"A",0.37,"A"
NA,NA,2013-06-22,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",15,"A",1.62,"A","USGS","0208675010",0.5,"A",0.36,"A"
NA,NA,2013-06-23,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",14.9,"A",1.62,"A","USGS","0208675010",0.47,"A",0.35,"A"
NA,NA,2013-06-24,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",22.3,"A",1.69,"A","USGS","0208675010",7.62,"A",0.47,"A"
NA,NA,2013-06-25,NA,NA,NA,NA,NA,NA,NA,NA,"USGS","02086849",16.5,"A",1.64,"A","USGS","0208675010",0.94,"A",0.39,"A"
